# Data Set (v1): ML-2018-TR
# Nov 2018
# ML-2018 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2018
# 
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs

1,0.398392,-0.971661,-0.489031,-1.301188,1.044918,-0.842718,-1.223277,0.996769,-0.803311,1.629243,-2.531668,-28.835118
2,1.243478,-1.348691,-1.039079,-1.174902,0.707129,-1.738355,-1.223277,1.948624,-1.162075,0.771022,-9.020144,-23.110330
3,-1.080509,0.253690,-0.672380,1.035110,-1.094412,0.948555,1.225214,-1.263884,0.452362,-0.830991,-7.759054,-9.091727
4,-1.432628,0.347948,-1.130753,1.413969,-0.700325,0.672974,1.464091,-0.966430,1.409065,-1.002635,-4.605928,-5.411807
5,0.398392,-0.783145,-0.030658,-0.922329,1.044918,-0.704928,-1.103839,0.461352,-1.102281,1.629243,-3.760207,-27.828342
6,-1.150933,-1.725722,-1.772475,1.413969,-0.981816,0.328499,1.344653,-1.263884,0.452362,-1.288709,-5.661783,-6.593427
7,1.736445,-0.217599,0.611064,-1.238045,0.538235,-1.118299,-1.282997,1.234733,-1.221869,0.713807,-11.347781,-21.281812
8,-1.362204,0.442206,-1.222428,1.224540,-1.319605,0.879659,0.448863,-0.847448,1.648241,-0.773776,-5.765684,-6.622003
9,-1.503052,0.347948,-0.764055,0.845680,-1.038114,0.259603,1.464091,-1.144902,0.452362,-1.174280,-7.785905,-9.065343
10,1.736445,-0.783145,-0.030658,-1.174902,0.313042,-1.256089,-1.163558,1.472697,-1.401251,0.599377,-10.041116,-22.365893
11,-0.305847,1.007752,-0.947404,1.287683,-0.812921,1.706401,1.284933,-0.490503,0.631744,-0.487703,-11.039195,-12.995234
12,-0.939661,0.159432,-0.672380,1.161396,-0.925518,0.535184,1.404372,-0.966430,1.528653,-1.117065,-3.641950,-4.231173
13,-0.939661,-0.594630,-1.039079,1.098253,-1.601096,0.328499,0.807179,-1.204393,1.169889,-1.002635,-1.384994,-1.608224
14,-0.446694,0.159432,-0.214007,1.161396,-0.812921,1.430820,0.926617,-1.263884,1.110095,-0.830991,-9.000656,-10.567376
